id,title,make,model,year,body_type,color,fuel,transmission,engine_cc,mileage_km,price,price_currency,price_note,city,image,detail_url,scraped_at
11510977,Honda Fit 2018 for sale in Lahore,Honda,Fit,2018,Hatchback,Pearl White,Hybrid,Automatic,1500,91000,4500000,Pkr,converted_from_lacs,Lahore,https://cache2.pakwheels.com/ad_pictures/1439/honda-fit-base-grade-1-5-2018-143951151.jpg,https://www.pakwheels.com/used-cars/honda-fit-2018-for-sale-in-lahore-11506699,2026-05-21 16:48:15
11427453,Toyota Corolla 2023 for sale in Lahore,Toyota,Corolla,2023,Sedan,Unlisted,Petrol,Automatic,1800,80000,7200000,Pkr,converted_from_lacs,Lahore,https://cache4.pakwheels.com/ad_pictures/1440/toyota-corolla-altis-grande-x-cvt-i-1-8-black-interior-2023-144039859.jpg,https://www.pakwheels.com/used-cars/toyota-corolla-2023-for-sale-in-lahore-11512615,2026-05-21 16:48:15
11513402,Honda Civic 2010 for sale in Sahiwal,Honda,Civic,2010,Sedan,Rallye Red,Petrol,Manual,1800,122000,2700000,Pkr,converted_from_lacs,Sahiwal,https://cache4.pakwheels.com/ad_pictures/1434/honda-civic-vti-1-8-i-vtec-oriel-2010-143459163.jpg,https://www.pakwheels.com/used-cars/honda-civic-2010-for-sale-in-sahiwal-11475562,2026-05-21 16:48:16
11513411,Mitsubishi Ek Wagon 2011 for sale in Lahore,Mitsubishi,Ek Wagon,2011,Sedan,Blue,Petrol,Automatic,660,97000,1875000,Pkr,converted_from_lacs,Lahore,https://cache4.pakwheels.com/ad_pictures/1439/mitsubishi-ek-wagon-g-3-2011-143972366.jpg,https://www.pakwheels.com/used-cars/mitsubishi-ek-wagon-2011-for-sale-in-lahore-11508202,2026-05-21 16:48:16
11513410,Honda City 2000 for sale in Lahore,Honda,City,2000,Sedan,Metallic Grey,Petrol,Manual,1300,10000,1100000,Pkr,converted_from_lacs,Lahore,https://cache4.pakwheels.com/ad_pictures/1423/honda-city-exi-2-2000-142324758.jpg,https://www.pakwheels.com/used-cars/honda-city-2000-for-sale-in-lahore-11397909,2026-05-21 16:48:16
11513406,Honda Civic 2012 for sale in Lahore,Honda,Civic,2012,Sedan,Taffeta White,Petrol,Automatic,1800,150000,2885000,Pkr,converted_from_lacs,Lahore,https://cache1.pakwheels.com/ad_pictures/1440/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2012-144049073.jpg,https://www.pakwheels.com/used-cars/honda-civic-2012-for-sale-in-lahore-11513225,2026-05-21 16:48:16
11370032,Hyundai Elantra 2024 for sale in Lahore,Hyundai,Elantra,2024,Sedan,White,Petrol,Automatic,1600,11961,5975000,Pkr,converted_from_lacs,Lahore,https://cache3.pakwheels.com/ad_pictures/1422/hyundai-elantra-gl-9-2024-142215945.jpg,https://www.pakwheels.com/used-cars/hyundai-elantra-2024-for-sale-in-lahore-11395439,2026-05-21 16:48:16
11494318,MG HS 2021 for sale in Karachi,Mg,Hs,2021,Crossover,Black Pearl,Petrol,Automatic,1500,37818,6300000,Pkr,converted_from_lacs,Karachi,https://cache4.pakwheels.com/ad_pictures/1423/mg-hs-2-trophy-2021-142353231.jpg,https://www.pakwheels.com/used-cars/mg-hs-2021-for-sale-in-karachi-11405224,2026-05-21 16:48:16
11449377,Toyota Corolla 2018 for sale in Gujar Khan,Toyota,Corolla,2018,Sedan,White,Petrol,Manual,1300,104000,4550000,Pkr,converted_from_lacs,Gujar Khan,https://cache1.pakwheels.com/ad_pictures/1431/toyota-corolla-gli-1-3-vvti-special-edition-2018-143111324.jpg,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-gujar-khan-11453624,2026-05-21 16:48:16
11409270,Toyota Vitz 2017 for sale in Lahore,Toyota,Vitz,2017,Hatchback,Black Mica,Hybrid,Automatic,1500,72000,4150000,Pkr,converted_from_lacs,Lahore,https://cache2.pakwheels.com/ad_pictures/1437/toyota-vitz-hybrid-u-1-5-2017-143790932.jpg,https://www.pakwheels.com/used-cars/toyota-vitz-2017-for-sale-in-lahore-11496579,2026-05-21 16:48:16
11513403,KIA Picanto 2020 for sale in Islamabad,Kia,Picanto,2020,Hatchback,Clear White,Petrol,Manual,1000,69000,2495000,Pkr,converted_from_lacs,Islamabad,https://cache4.pakwheels.com/ad_pictures/1421/kia-picanto-1-0-mt-2020-142166480.jpg,https://www.pakwheels.com/used-cars/kia-picanto-2020-for-sale-in-islamabad-11392125,2026-05-21 16:48:16
11513401,Suzuki Bolan 2020 for sale in Gujrat,Suzuki,Bolan,2020,Van,Solid White,Petrol,Manual,800,70000,1750000,Pkr,converted_from_lacs,Gujrat,https://cache4.pakwheels.com/ad_pictures/1428/suzuki-bolan-vx-euro-ii-2-2020-142888249.jpg,https://www.pakwheels.com/used-cars/suzuki-bolan-2020-for-sale-in-gujrat-11439738,2026-05-21 16:48:16
11513400,Suzuki Alto 2020 for sale in Lahore,Suzuki,Alto,2020,Hatchback,Solid White,Petrol,Automatic,660,72000,2475000,Pkr,converted_from_lacs,Lahore,https://cache3.pakwheels.com/ad_pictures/1440/suzuki-alto-vxl-2-2020-144049697.jpg,https://www.pakwheels.com/used-cars/suzuki-alto-2020-for-sale-in-lahore-11513278,2026-05-21 16:48:16
11513397,Suzuki Every Wagon 2006 for sale in Karachi,Suzuki,Every Wagon,2006,Sedan,Black,Petrol,Automatic,660,103100,1950000,Pkr,converted_from_lacs,Karachi,https://cache1.pakwheels.com/ad_pictures/1384/suzuki-every-wagon-pz-turbo-2-2006-138429840.jpg,https://www.pakwheels.com/used-cars/suzuki-every-wagon-2006-for-sale-in-karachi-11157412,2026-05-21 16:48:16
11513399,Suzuki Alto 2024 for sale in Islamabad,Suzuki,Alto,2024,Hatchback,Solid White,Petrol,Manual,660,26000,2825000,Pkr,converted_from_lacs,Islamabad,https://cache2.pakwheels.com/ad_pictures/1440/suzuki-alto-vxr-2-2024-144047525.jpg,https://www.pakwheels.com/used-cars/suzuki-alto-2024-for-sale-in-islamabad-11513178,2026-05-21 16:48:16
11270922,Honda Vezel 2014 for sale in Islamabad,Honda,Vezel,2014,Crossover,White,Hybrid,Automatic,1500,114000,4670000,Pkr,converted_from_lacs,Islamabad,https://cache2.pakwheels.com/ad_pictures/1440/honda-vezel-hybird-xl-2014-144007134.jpg,https://www.pakwheels.com/used-cars/honda-vezel-2014-for-sale-in-islamabad-11510550,2026-05-21 16:48:16
11513398,Toyota Corolla 2019 for sale in Hyderabad,Toyota,Corolla,2019,Sedan,Super White,Petrol,Manual,1300,76000,4450000,Pkr,converted_from_lacs,Hyderabad,https://cache1.pakwheels.com/ad_pictures/1440/toyota-corolla-gli-vvti-2015-144022864.jpg,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-hyderabad-11510650,2026-05-21 16:48:17
11513394,Honda City 2004 for sale in Chichawatni,Honda,City,2004,Sedan,White,Petrol,Manual,1300,244000,1830000,Pkr,converted_from_lacs,Chichawatni,https://cache2.pakwheels.com/ad_pictures/1433/honda-city-i-dsi-2004-143366993.jpg,https://www.pakwheels.com/used-cars/honda-city-2004-for-sale-in-chichawatni-11469782,2026-05-21 16:48:17
11513194,Toyota Passo 2014 for sale in Karachi,Toyota,Passo,2014,Hatchback,Blue Mica Metallic,Petrol,Automatic,1000,103915,2690000,Pkr,converted_from_lacs,Karachi,https://cache2.pakwheels.com/ad_pictures/1407/toyota-passo-1-0-x-2014-140720224.jpg,https://www.pakwheels.com/used-cars/toyota-passo-2014-for-sale-in-karachi-11301135,2026-05-21 16:48:33
11513244,Mercedes Benz C Class 2009 for sale in Islamabad,Mercedes Benz,C Class,2009,Sedan,Designo Diamond White,Petrol,Automatic,1800,91808,5000000,Pkr,direct,Islamabad,https://cache4.pakwheels.com/ad_pictures/1413/mercedes-benz-c-class-c-200-cdi-2009-141321631.jpg,https://www.pakwheels.com/used-cars/mercedes-benz-c-class-2009-for-sale-in-islamabad-11337977,2026-05-21 16:48:34
11513109,Suzuki Mehran 2017 for sale in Rawalpindi,Suzuki,Mehran,2017,Hatchback,Graphite Grey,Petrol,Manual,796,91689,1500000,Pkr,converted_from_lacs,Rawalpindi,https://cache1.pakwheels.com/ad_pictures/1434/suzuki-mehran-vxr-euro-ii-2017-143400156.jpg,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-rawalpindi-11471879,2026-05-21 16:48:34
11513243,Toyota Crown 2004 for sale in Islamabad,Toyota,Crown,2004,Sedan,Black,Petrol,Automatic,3000,200000,7350000,Pkr,direct,Islamabad,https://cache1.pakwheels.com/ad_pictures/1440/toyota-crown-royal-saloon-g-2004-144009159.jpg,https://www.pakwheels.com/used-cars/toyota-crown-2004-for-sale-in-islamabad-11510682,2026-05-21 16:48:34
11494014,Honda Civic 2021 for sale in Multan,Honda,Civic,2021,Sedan,Rallye Red,Petrol,Automatic,1800,70000,6300000,Pkr,converted_from_lacs,Multan,https://cache3.pakwheels.com/ad_pictures/1440/honda-civic-oriel-1-8-i-vtec-cvt-2021-144002014.jpg,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-multan-11510204,2026-05-21 16:48:34
11513189,Honda N Wgn 2015 for sale in Lahore,Honda,N Wgn,2015,Hatchback,Sky Blue,Petrol,Automatic,660,105000,2750000,Pkr,converted_from_lacs,Lahore,https://cache1.pakwheels.com/ad_pictures/1434/honda-n-wgn-custom-g-3-2015-143427573.jpg,https://www.pakwheels.com/used-cars/honda-n-wgn-2015-for-sale-in-lahore-11473477,2026-05-21 16:48:34
11513241,Suzuki Alto 2024 for sale in Lahore,Suzuki,Alto,2024,Mini Vehicles,Metallic Silver,Petrol,Manual,660,82000,260000,Pkr,converted_from_lacs,Lahore,https://cache2.pakwheels.com/ad_pictures/1440/suzuki-alto-vx-14-2024-144051774.jpg,https://www.pakwheels.com/used-cars/suzuki-alto-2024-for-sale-in-lahore-11513374,2026-05-21 16:48:34
11513237,Honda Civic 2017 for sale in Islamabad,Honda,Civic,2017,Sedan,Taffeta White,Petrol,Automatic,1800,112000,4900000,Pkr,converted_from_lacs,Islamabad,https://cache2.pakwheels.com/ad_pictures/1440/honda-civic-oriel-1-8-i-vtec-cvt-2017-144054163.jpg,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-islamabad-11513525,2026-05-21 16:48:34
11513228,Honda Fit 2012 for sale in Multan,Honda,Fit,2012,Sedan,White,Hybrid,Automatic,1300,70000,2400000,Pkr,converted_from_lacs,Multan,https://cache3.pakwheels.com/ad_pictures/1428/honda-fit-base-grade-1-3-2012-142845357.jpg,https://www.pakwheels.com/used-cars/honda-fit-2012-for-sale-in-multan-11437051,2026-05-21 16:48:34
11389775,Mercedes Benz E Class 2011 for sale in Islamabad,Mercedes Benz,E Class,2011,Sedan,Polar White,Petrol,Automatic,2100,130281,9500000,Pkr,direct,Islamabad,https://cache4.pakwheels.com/ad_pictures/1440/mercedes-benz-e-class-e-250-2011-144003389.jpg,https://www.pakwheels.com/used-cars/mercedes-benz-e-class-2011-for-sale-in-islamabad-11510288,2026-05-21 16:48:34
11513212,Honda City 2023 for sale in Sahiwal,Honda,City,2023,Sedan,Taffeta White,Petrol,Automatic,1500,20000,5475000,Pkr,converted_from_lacs,Sahiwal,https://cache1.pakwheels.com/ad_pictures/1426/honda-city-1-5l-aspire-cvt-2023-142668606.jpg,https://www.pakwheels.com/used-cars/honda-city-2023-for-sale-in-sahiwal-11425986,2026-05-21 16:48:34
11513164,Hyundai Santro 2004 for sale in Faisalabad,Hyundai,Santro,2004,Hatchback,Silver,Petrol,Manual,1000,125321,1075000,Pkr,converted_from_lacs,Faisalabad,https://cache3.pakwheels.com/ad_pictures/1434/hyundai-santro-exec-2-2004-143492816.jpg,https://www.pakwheels.com/used-cars/hyundai-santro-2004-for-sale-in-faisalabad-11477559,2026-05-21 16:48:34
11513305,Toyota Prius 2014 for sale in Karachi,Toyota,Prius,2014,Sedan,Unlisted,Hybrid,Automatic,1800,88500,4950000,Pkr,converted_from_lacs,Karachi,https://cache4.pakwheels.com/ad_pictures/1436/toyota-prius-1-8g-touring-selection-2014-143676630.jpg,https://www.pakwheels.com/used-cars/toyota-prius-2014-for-sale-in-karachi-11487158,2026-05-21 16:48:34
11513391,Honda Civic 2017 for sale in Islamabad,Honda,Civic,2017,Sedan,Black,Petrol,Automatic,1800,112000,4900000,Pkr,converted_from_lacs,Islamabad,https://cache2.pakwheels.com/ad_pictures/1440/honda-civic-oriel-1-8-i-vtec-cvt-2017-144054163.jpg,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-islamabad-11513525,2026-05-21 16:48:34
11513389,Toyota Corolla 1997 for sale in Takhtbai,Toyota,Corolla,1997,Sedan,White,Cng,Manual,1300,200000,1210000,Pkr,converted_from_lacs,Takhtbai,https://cache2.pakwheels.com/ad_pictures/1437/toyota-corolla-xe-limited-1997-143780993.jpg,https://www.pakwheels.com/used-cars/toyota-corolla-1997-for-sale-in-takhtbai-11496016,2026-05-21 16:48:34
11513388,Daihatsu Move 2016 for sale in Islamabad,Daihatsu,Move,2016,Hatchback,Unlisted,Petrol,Automatic,660,115000,3470000,Pkr,converted_from_lacs,Islamabad,https://cache3.pakwheels.com/ad_pictures/1439/daihatsu-move-custom-rs-2016-143994013.jpg,https://www.pakwheels.com/used-cars/daihatsu-move-2016-for-sale-in-islamabad-11509643,2026-05-21 16:48:34
11513387,Nissan Blue Bird 1994 for sale in Islamabad,Nissan,Blue Bird,1994,Sedan,Silver,Petrol,Automatic,2000,220000,1250000,Pkr,converted_from_lacs,Islamabad,https://cache3.pakwheels.com/ad_pictures/1422/nissan-bluebird-1994-142299395.jpg,https://www.pakwheels.com/used-cars/nissan-blue-bird-1994-for-sale-in-islamabad-11400950,2026-05-21 16:48:34
11430787,Suzuki Swift 2013 for sale in Lahore,Suzuki,Swift,2013,Hatchback,Graphite Grey,Petrol,Automatic,1300,160,2455000,Pkr,converted_from_lacs,Lahore,https://cache4.pakwheels.com/ad_pictures/1431/suzuki-swift-1-3-dlx-automatic-2013-143175762.jpg,https://www.pakwheels.com/used-cars/suzuki-swift-2013-for-sale-in-lahore-11457828,2026-05-21 16:48:34
11473552,Suzuki Mehran 2008 for sale in Lahore,Suzuki,Mehran,2008,Hatchback,Solid White,Petrol,Manual,800,50000,900000,Pkr,converted_from_lacs,Lahore,https://cache1.pakwheels.com/ad_pictures/1440/suzuki-mehran-vxr-2-2008-144037787.jpg,https://www.pakwheels.com/used-cars/suzuki-mehran-2008-for-sale-in-lahore-11512482,2026-05-21 16:48:34
11513296,Toyota Aqua 2016 for sale in Peshawar,Toyota,Aqua,2016,Hatchback,Blue Metallic,Hybrid,Automatic,1500,140000,4250000,Pkr,converted_from_lacs,Peshawar,https://cache2.pakwheels.com/ad_pictures/1438/toyota-aqua-crossover-2016-143863482.jpg,https://www.pakwheels.com/used-cars/toyota-aqua-2016-for-sale-in-peshawar-11501118,2026-05-21 16:48:34
11513376,Toyota Corolla 2005 for sale in Lahore,Toyota,Corolla,2005,Sedan,White,Petrol,Manual,1800,79284,2020000,Pkr,converted_from_lacs,Lahore,https://cache3.pakwheels.com/ad_pictures/1423/toyota-corolla-altis-1-8-2005-142366003.jpg,https://www.pakwheels.com/used-cars/toyota-corolla-2005-for-sale-in-lahore-11406091,2026-05-21 16:48:35
11365351,KIA Picanto 2020 for sale in Lahore,Kia,Picanto,2020,Hatchback,Mercury Blue,Petrol,Automatic,1000,189000,2700000,Pkr,converted_from_lacs,Lahore,https://cache2.pakwheels.com/ad_pictures/1440/kia-picanto-1-0-at-2020-144046001.jpg,https://www.pakwheels.com/used-cars/kia-picanto-2020-for-sale-in-lahore-11513013,2026-05-21 16:48:35
11513377,Suzuki Bolan 2015 for sale in Mian Channu,Suzuki,Bolan,2015,Van,Solid White,Petrol,Manual,800,50000,1000000,Pkr,converted_from_lacs,Mian Channu,https://cache3.pakwheels.com/ad_pictures/1436/suzuki-bolan-2015-143634035.jpg,https://www.pakwheels.com/used-cars/suzuki-bolan-2015-for-sale-in-mian-channu-11486423,2026-05-21 16:48:35
11513049,Subaru Sambar  1986 for sale in Rawalpindi,Subaru,Sambar,1986,Sedan,White,Petrol,Manual,1000,215468,480000,Pkr,converted_from_lacs,Rawalpindi,https://cache3.pakwheels.com/ad_pictures/1425/subaru-sambar-dias-1986-142520976.jpg,https://www.pakwheels.com/used-cars/subaru-sambar-1986-for-sale-in-rawalpindi-11416119,2026-05-21 16:48:35
11513381,Suzuki Cultus 2011 for sale in Hyderabad,Suzuki,Cultus,2011,Hatchback,Solid White,Petrol,Manual,1000,1,1250000,Pkr,converted_from_lacs,Hyderabad,https://cache1.pakwheels.com/ad_pictures/1436/suzuki-cultus-vxri-2-2011-143680858.jpg,https://www.pakwheels.com/used-cars/suzuki-cultus-2011-for-sale-in-hyderabad-11489429,2026-05-21 16:48:35
11513379,Suzuki Wagon R 2019 for sale in Lahore,Suzuki,Wagon R,2019,Sedan,Grey,Petrol,Manual,1000,68700,2440000,Pkr,converted_from_lacs,Lahore,https://cache1.pakwheels.com/ad_pictures/1440/suzuki-wagon-r-vxl-2019-144032879.jpg,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2019-for-sale-in-lahore-11512190,2026-05-21 16:48:35
11513374,Suzuki Alto 2020 for sale in Lahore,Suzuki,Alto,2020,Hatchback,Graphite Grey,Petrol,Automatic,660,72000,2475000,Pkr,converted_from_lacs,Lahore,https://cache3.pakwheels.com/ad_pictures/1440/suzuki-alto-vxl-2-2020-144049697.jpg,https://www.pakwheels.com/used-cars/suzuki-alto-2020-for-sale-in-lahore-11513278,2026-05-21 16:48:35
11513378,KIA Sportage 2024 for sale in Karachi,Kia,Sportage,2024,Crossover,Black,Petrol,Automatic,2000,25509,7700000,Pkr,converted_from_lacs,Karachi,https://cache2.pakwheels.com/ad_pictures/1437/kia-sportage-awd-2024-143717130.jpg,https://www.pakwheels.com/used-cars/kia-sportage-2024-for-sale-in-karachi-11491909,2026-05-21 16:48:35
11513375,Honda BR-V 2017 for sale in Jamshoro,Honda,Br-V,2017,Mpv,Crystal Black Pearl,Petrol,Automatic,1500,98000,4000000,Pkr,converted_from_lacs,Jamshoro,https://cache3.pakwheels.com/ad_pictures/1440/Slide_honda-br-v-i-vtec-4-2017-144051714.webp,https://www.pakwheels.com/used-cars/honda-br-v-2017-for-sale-in-jamshoro-11513375,2026-05-21 16:48:35
11513355,Haval H6 2024 for sale in Islamabad,Haval,H6,2024,Suv,Black,Hybrid,Automatic,1500,12000,10800000,Pkr,direct,Islamabad,https://cache1.pakwheels.com/ad_pictures/1439/haval-h6-hev-2025-143906314.jpg,https://www.pakwheels.com/used-cars/haval-h6-2024-for-sale-in-islamabad-11503954,2026-05-21 16:48:35
11513233,MG HS 2021 for sale in Lahore,Mg,Hs,2021,Crossover,York White,Petrol,Automatic,1500,37000,5875000,Pkr,converted_from_lacs,Lahore,https://cache4.pakwheels.com/ad_pictures/1438/mg-hs-2-trophy-2021-143896884.jpg,https://www.pakwheels.com/used-cars/mg-hs-2021-for-sale-in-lahore-11503284,2026-05-21 16:48:54
11314380,Daihatsu Mira 2015 for sale in Lahore,Daihatsu,Mira,2015,Hatchback,Blue,Petrol,Automatic,660,125000,2500000,Pkr,converted_from_lacs,Lahore,https://cache3.pakwheels.com/ad_pictures/1437/daihatsu-mira-x-8-2015-143755507.jpg,https://www.pakwheels.com/used-cars/daihatsu-mira-2015-for-sale-in-lahore-11494277,2026-05-21 16:48:54
11469833,Suzuki Swift 2013 for sale in Islamabad,Suzuki,Swift,2013,Hatchback,Silky Silver,Petrol,Manual,1300,145442,2195000,Pkr,converted_from_lacs,Islamabad,https://cache1.pakwheels.com/ad_pictures/1398/suzuki-swift-1-3-dx-2013-139896230.jpg,https://www.pakwheels.com/used-cars/suzuki-swift-2013-for-sale-in-islamabad-11249908,2026-05-21 16:48:54
11513227,Honda Civic 2019 for sale in Karachi,Honda,Civic,2019,Sedan,Urban Titanium,Petrol,Automatic,1800,53000,5400000,Pkr,converted_from_lacs,Karachi,https://cache2.pakwheels.com/ad_pictures/1440/honda-civic-oriel-1-8-i-vtec-cvt-2019-144013087.jpg,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-karachi-11510956,2026-05-21 16:48:54
11430344,Toyota Prius 2010 for sale in Islamabad,Toyota,Prius,2010,Sedan,Super White,Hybrid,Automatic,1497,155000,3650000,Pkr,converted_from_lacs,Islamabad,https://cache4.pakwheels.com/ad_pictures/1437/toyota-prius-s-1-5-2010-143760734.jpg,https://www.pakwheels.com/used-cars/toyota-prius-2010-for-sale-in-islamabad-11494610,2026-05-21 16:48:54
11414652,Toyota Corolla 2010 for sale in Karachi,Toyota,Corolla,2010,Sedan,Medium Silver,Petrol,Manual,1800,143000,2750000,Pkr,converted_from_lacs,Karachi,https://cache2.pakwheels.com/ad_pictures/1440/toyota-corolla-altis-1-8-2010-144044185.jpg,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-karachi-11512896,2026-05-21 16:48:54
11365702,Toyota Hilux 2017 for sale in Islamabad,Toyota,Hilux,2017,Truck,Attitude Black,Diesel,Manual,3000,65000,8400000,Pkr,direct,Islamabad,https://cache3.pakwheels.com/ad_pictures/1440/toyota-hilux-revo-g-3-0-2017-144017196.jpg,https://www.pakwheels.com/used-cars/toyota-hilux-2017-for-sale-in-islamabad-11511209,2026-05-21 16:48:54
11258157,Honda Civic 2017 for sale in Islamabad,Honda,Civic,2017,Sedan,Silver,Petrol,Automatic,1800,112000,4900000,Pkr,converted_from_lacs,Islamabad,https://cache2.pakwheels.com/ad_pictures/1440/honda-civic-oriel-1-8-i-vtec-cvt-2017-144054163.jpg,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-islamabad-11513525,2026-05-21 16:48:54
11453370,Mazda Carol 2023 for sale in Islamabad,Mazda,Carol,2023,Hatchback,Silver,Petrol,Automatic,660,58000,3550000,Pkr,converted_from_lacs,Islamabad,https://cache1.pakwheels.com/ad_pictures/1434/mazda-carol-gl-6-2023-143441158.jpg,https://www.pakwheels.com/used-cars/mazda-carol-2023-for-sale-in-islamabad-11474362,2026-05-21 16:48:54
11513210,Toyota Hilux 2025 for sale in Lahore,Toyota,Hilux,2025,Double Cabin,Super White,Diesel,Automatic,2800,25000,16025000,Pkr,direct,Lahore,https://cache2.pakwheels.com/ad_pictures/1436/toyota-hilux-revo-gr-s-2025-143666715.jpg,https://www.pakwheels.com/used-cars/toyota-hilux-2025-for-sale-in-lahore-11488600,2026-05-21 16:48:54
11251981,KIA Sportage 2021 for sale in Islamabad,Kia,Sportage,2021,Crossover,Red,Petrol,Automatic,2000,47000,6350000,Pkr,converted_from_lacs,Islamabad,https://cache1.pakwheels.com/ad_pictures/1440/kia-sportage-fwd-2021-144005930.jpg,https://www.pakwheels.com/used-cars/kia-sportage-2021-for-sale-in-islamabad-11406759,2026-05-21 16:48:54
11433071,Suzuki Wagon R 2015 for sale in Islamabad,Suzuki,Wagon R,2015,Hatchback,Silver,Petrol,Automatic,660,78000,2770000,Pkr,converted_from_lacs,Islamabad,https://cache3.pakwheels.com/ad_pictures/1432/suzuki-wagon-r-fx-limited-2015-143268973.jpg,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2015-for-sale-in-islamabad-11377354,2026-05-21 16:48:54
11513371,Suzuki Cultus 2021 for sale in Bhakkar,Suzuki,Cultus,2021,Hatchback,White,Petrol,Manual,1000,85000,3500000,Pkr,converted_from_lacs,Bhakkar,https://cache2.pakwheels.com/ad_pictures/1424/suzuki-cultus-vxl-2-2021-142473840.jpg,https://www.pakwheels.com/used-cars/suzuki-cultus-2021-for-sale-in-bhakkar-11413127,2026-05-21 16:48:54
11513368,Suzuki Mehran 2017 for sale in Rawalpindi,Suzuki,Mehran,2017,Hatchback,Solid White,Petrol,Manual,796,91689,1500000,Pkr,converted_from_lacs,Rawalpindi,https://cache1.pakwheels.com/ad_pictures/1434/suzuki-mehran-vxr-euro-ii-2017-143400156.jpg,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-rawalpindi-11471879,2026-05-21 16:48:54
11513367,Honda Civic 2012 for sale in Lahore,Honda,Civic,2012,Sedan,Bold Beige Metallic,Petrol,Automatic,1800,150000,2885000,Pkr,converted_from_lacs,Lahore,https://cache1.pakwheels.com/ad_pictures/1440/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2012-144049073.jpg,https://www.pakwheels.com/used-cars/honda-civic-2012-for-sale-in-lahore-11513225,2026-05-21 16:48:54
11513364,Suzuki Mehran 2017 for sale in Islamabad,Suzuki,Mehran,2017,Hatchback,White,Petrol,Manual,796,100000,1300000,Pkr,converted_from_lacs,Islamabad,https://cache3.pakwheels.com/ad_pictures/1438/suzuki-mehran-vxr-euro-ii-2017-143815710.jpg,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-islamabad-11498119,2026-05-21 16:48:55
11277949,Suzuki Mehran 2017 for sale in Rawalpindi,Suzuki,Mehran,2017,Hatchback,Red,Petrol,Manual,796,91689,1500000,Pkr,converted_from_lacs,Rawalpindi,https://cache1.pakwheels.com/ad_pictures/1434/suzuki-mehran-vxr-euro-ii-2017-143400156.jpg,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-rawalpindi-11471879,2026-05-21 16:48:55
11513362,Toyota Vitz 2016 for sale in Abbottabad,Toyota,Vitz,2016,Hatchback,Silver,Petrol,Automatic,1000,92000,3200000,Pkr,converted_from_lacs,Abbottabad,https://cache2.pakwheels.com/ad_pictures/1428/toyota-vitz-1-0-f-2016-142898917.jpg,https://www.pakwheels.com/used-cars/toyota-vitz-2016-for-sale-in-abbottabad-11440338,2026-05-21 16:48:55
11513360,Toyota Corolla 2014 for sale in Faisalabad,Toyota,Corolla,2014,Sedan,Strong Blue,Petrol,Manual,1300,135000,3250000,Pkr,converted_from_lacs,Faisalabad,https://cache1.pakwheels.com/ad_pictures/1440/toyota-corolla-gli-vvti-2014-144023446.jpg,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-faisalabad-11511582,2026-05-21 16:48:55
11513357,Suzuki Mehran 2011 for sale in Rawalakot,Suzuki,Mehran,2011,Hatchback,White,Petrol,Manual,800,87000,1130000,Pkr,converted_from_lacs,Rawalakot,https://cache3.pakwheels.com/ad_pictures/1426/suzuki-mehran-vx-2-2011-142660186.jpg,https://www.pakwheels.com/used-cars/suzuki-mehran-2011-for-sale-in-rawalakot-11425441,2026-05-21 16:48:55
11513356,Adam Revo 2006 for sale in Lahore,Adam,Revo,2006,Sedan,White,Petrol,Automatic,800,100000,550000,Pkr,direct,Lahore,https://cache4.pakwheels.com/ad_pictures/1427/adam-revo-797cc-2006-142759983.jpg,https://www.pakwheels.com/used-cars/adam-revo-2006-for-sale-in-lahore-11431607,2026-05-21 16:48:55
11513352,Suzuki Mehran 2002 for sale in Abbottabad,Suzuki,Mehran,2002,Hatchback,Snow White Pearl,Petrol,Manual,800,290000,650000,Pkr,converted_from_lacs,Abbottabad,https://cache2.pakwheels.com/ad_pictures/1438/suzuki-mehran-vx-2-2002-143892833.jpg,https://www.pakwheels.com/used-cars/suzuki-mehran-2002-for-sale-in-abbottabad-11502998,2026-05-21 16:48:55
11508892,Toyota Corolla 2014 for sale in Mandi bahauddin,Toyota,Corolla,2014,Sedan,Super White,Petrol,Automatic,1600,120000,4200000,Pkr,converted_from_lacs,Mandi Bahauddin,https://cache4.pakwheels.com/ad_pictures/1438/toyota-corolla-altis-1-6-automatic-2014-143870318.jpg,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-mandi-bahauddin-11501480,2026-05-21 16:48:55
